0,Binary,Title,Url,Date,Division,Notice
2770,0,(취업) 2018년 한국국제협력단(KOICA) 일반직 채용 공고,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=32f2b39cac855a88164a3ef256e17501,18.07.17,취창업,공지사항
2771,0,제4회 KOSBI글로벌 강소기업세미나,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=4d9ad734dc4ca74394e270191d950c8d,18.07.17,취창업,공지사항
2772,0,(취업) (주)풍림무약 하반기 수시채용 공고,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=ca3ff9651ca59c5ef355b05b0786caab,18.07.17,취창업,공지사항
2773,0,[교내_지급] 2018-1학기 참인재대학_English Clinic 프로그램 장학금 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=fa1052a3e9e3cb4da598dc3cbdbb5bc7,18.07.16,장학,공지사항
2774,0,[교내_지급] 2018-1학기 부동산건설학부 기초역량강화 장학금 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=2bd29b5796d3a05194c9fbc8ecdc1550,18.07.16,장학,공지사항
2775,0,[교내_지급] 2018-1학기 취업지원 문제해결력 집중교육 장학금 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=914ced5599a0b198f5f9328baa93f402,18.07.16,장학,공지사항
2776,0,[교내_지급] 2018-1학기 제20회 창업이아디어경진대회장학금(창업부문) 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=ebccf9439be8759b47f480df382d66ee,18.07.16,장학,공지사항
2777,0,[교내_지급] 2018-1학기 제20회 창업이아디어경진대회장학금(사회부문) 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=73b93616373652ebecb66275cfcc117b,18.07.16,장학,공지사항
2778,0,서울산업진흥원(SBA) 스타트업 인재매칭 3회차 - 영업/마케팅편,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=c4dfb2a33d5b20346f9654a7af486f05,18.07.16,취창업,공지사항
2779,0,(취업) (주)브라운스톤 자재발주 & 영업배송 신입 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=b6eb5f0cd526e93180198e1673b8dde7,18.07.16,취창업,공지사항
2780,0,(창업) 2018학년도 KNU창업사관학교 입교생 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=220d36c55c5c905fdd033bfae4c0a504,18.07.16,취창업,공지사항
2781,0,(취업)취업캠프 「U6 JOB Dream」 직무맞춤형 연합캠프 신청자 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=1961f242fca0626822daf519e9ac4721,18.07.16,취창업,공지사항
2782,0,복학생중 편제변경(유지) 변경희망자의 신청 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=923298d7aac43500adba312a1652bd7c,18.07.16,학사,공지사항
2783,0,2018-2학기 강의시간표 변경 안내(추가 변경 공지),https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=4e55959630ca78c1eafab18adc9d27ad,18.07.13,학사,공지사항
2784,0,창의융합인재 양성 지원을 위한 2018-1학기 융합인재장학금 중 “1단계 진입 장학금” 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=489206c120577004e3e67c76685677ed,18.07.13,학습/상담,공지사항
2785,0,구로구 청년일자리창출 사업 - SNS 마케팅 교육과정,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=6b05e5d5ba3e14041498b27751e37b9c,18.07.13,취창업,공지사항
2786,0,(취업)2018년 하반기 코레일 1000명 신입 大모집!!,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=75955f97b1a63fc58d0e7e795acc27a2,18.07.13,취창업,공지사항
2787,0,(취업)2018-2학기 ICT 학점연계 프로젝트 인턴십 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=54572b286176f7ad5e9bdf415d99bf0b,18.07.13,취창업,공지사항
2788,0,(취업) 엔피에스시스템 SW개발/기술지원직 모집 공고,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=dad047aec17c51405adf134b3d02961f,18.07.12,취창업,공지사항
2789,0,(취·창업)2018 강남대학교 재학생이 희망하는 구직형태는?,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=9f3f29ef24947e86717bff2e4c5b18bb,18.07.12,취창업,공지사항
2790,0,2018-2학기 표준 시간표 변경 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=7c02e48c7e876df75a50ba9bdbfbd136,18.07.12,학사,공지사항
2791,0,2018-2학기 복지기술 현장실습 교과목 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=1138ae5c4e7ccd5fd38def742d1293b7,18.07.12,학사,공지사항
2792,0,(학자금_융자) 2018학년도 2학기 농어촌출신대학생 학자금(무이자) 융자 지원 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=db85a10d3e16d778a7177f5e024eba2f,18.07.12,장학,공지사항
2793,0,한국사회적기업진흥원 2018 소셜벤처 경연대회 참가자 모집 공고,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=0184875d83931353cd60df0c64570045,18.07.12,취창업,공지사항
2794,0,2018년 (사)한국잡지협회 11기 신규인력 양성 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=a4dd9982b95edc1aee762ad26710f7da,18.07.11,취창업,공지사항
2795,0,대한화장품협회와 함께하는 올인원 플랫폼,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=709c4aa78013ba1e8fdb9f6f5de321f7,18.07.10,취창업,공지사항
2796,0,(CTL발표)제14회 명강의에세이 공모전 수상 발표 및 추천교과목 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=6dfee83a7d340c18c10e48c5a2649f30,18.07.10,학습/상담,공지사항
2797,0,2018년 하반기 한.미 대학교 연수(WEST) 참가자 모집공고,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=3411defe39c59ee88b5994d0acae4b08,18.07.10,학습/상담,공지사항
2798,0,2018-1학기 입학금감축대응지원장학금 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=80180f1eade1cae25e2f9d6eee24d2a0,18.07.10,장학,공지사항
2799,0,(학자금_실행) 2018-2학기 한국장학재단 학자금대출 신청 및 실행 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=109db36e4636fb3f56ee2fbe5aa6c07a,18.07.10,장학,공지사항
2800,0,2018 과학기술분야 정부출연연구기관 4차 인재양성사업,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=eac880728dcab517249bcb7b894ff4a6,18.07.09,취창업,공지사항
2801,0,[교내_지급] 2018-1학기 CTL 학습리더 장학금 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=2e61ff8d70eee07d4e447392efdc0410,18.07.09,장학,공지사항
2802,0,[교내_지급] 2018-1학기 더체인지 장학금 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=a140fb0cb2e087a65aa8d37ac18091f9,18.07.09,장학,공지사항
2803,0,[교내_지급] 2018-1학기 독서토론 글쓰기 장학금 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=66fbea02f7e29ad5b81b263ecb2c182b,18.07.09,장학,공지사항
2804,0,[교내_지급] 2018-1학기 학습공동체 장학금 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=049c1f0ab705a8e72df1e320f22a9094,18.07.09,장학,공지사항
2805,0,2018 수원시지속가능도시재단 장년인재 서포터즈 및 청년창업기업 모집 공고,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=17a2e273abbab67552336d10203bfcd4,18.07.06,취창업,공지사항
2806,0,(취·창업)2018-1학기 강남대학교 재학생이 가장 만족한 취·창업프로그램 TOP5,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=bb083915fb9ac9be4162a00471bcb4f5,18.07.06,취창업,공지사항
2807,0,"하나로TNS ""인도법인"" 근무인력 채용 추천",https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=47c4c48c8c28555fb1259ff9ef54cbee,18.07.06,취창업,공지사항
2808,0,2018학년도 하계 계절수업 성적입력 방법 안내 [교·강사],https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=101ac251e1873a7791b8b55b41f83d58,18.07.06,학사,공지사항
2809,0,2018학년도 하계 계절수업 성적확인 및 이의신청 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=71b421ed6dc21b560b4539f47858d190,18.07.06,학사,공지사항
2810,0,(취업) 2018 5차 자기소개서 소재 개발 워크샵,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=44b924ad280af0a6c751be0bbfac56f8,18.07.05,취창업,공지사항
2811,0,(취업) (주)삼구아이앤씨 재정팀 사원 모집 공고,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=d3f01a71357f8988973ebef2129a018f,18.07.05,취창업,공지사항
2812,0,[교내_지급] 2018-1학기 소프트웨어응용학부 전공역량강화 멘토링 장학금 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=8851f3c29bc5f01435998dede1304763,18.07.05,장학,공지사항
2813,0,[교내_지급] 2018-1학기 부동산건설학부 건축설계멘토링 장학금 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=53f62b40713cb524b531b5d17f0859da,18.07.05,장학,공지사항
2814,0,2018 이랜드재단 2기 인턴 모집 공고,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=0166d009f25bdbdf7506513470e77137,18.07.05,취창업,공지사항
2815,0,[교내_지급] 2018-1학기 공로장학금 지급 안내 3차,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=fe14ba0f6a331826862cfa24b8aa1357,18.07.05,장학,공지사항
2816,0,2018년 단기 해외 교육봉사단 선발 결과 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=2d88b1b996128e01371247d82167d8f0,18.07.05,학사,공지사항
2817,0,2018 서울산업진흥원 데이터마케팅 전문가 양성과정,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=b700d99be91a3cf32f6db02cb29d176a,18.07.04,취창업,공지사항
2818,0,내일을 Job(잡)아라! MG새마을금고중앙회 대학생 취업캠프,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=a9fd7190411c038cfe603c8149708337,18.07.04,취창업,공지사항
2819,0,(◆취업) 2018학년도 일본 IT취업 청해진대학(K-MOVE스쿨) 연수생 추가 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=e95bf704499487c2269c0d54dea949e7,18.07.04,취창업,공지사항
2820,0,(취업)2018-2학기 [ ICT 학점연계 프로젝트 인턴십] 신청 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=1079f007b22908edeff4e8330a241fc3,18.07.04,취창업,공지사항
2821,0,(교외_신청) 2018-2학기 농어촌희망재단(KRA) 농업인자녀 장학생 신청 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=f5ceb901b5683ca7acd739df16bf009f,18.07.03,장학,공지사항
2822,0,2018-1학기 성적표 확인 및 증명서 발급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=8c5985df2cbd171b19ce29fb380fd4bd,18.07.03,학사,공지사항
2823,0,2018 노인취업 인식개선 동영상(UCC)&수기 공모전,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=4edd96bedf412b104fe1686f5df8106a,18.07.02,취창업,공지사항
2824,0,맥심 커피라이터 3기 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=d8bd895275744cbfb61baa14b91e9561,18.07.02,취창업,공지사항
2825,0,2018-2학기 복학 신청 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=ea10f256d21ac11094e450f8413bc3ec,18.07.02,학사,공지사항
2826,0,2018-2학기 전부·전과 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=a5b3038625842c11d6641b0291ce11e7,18.07.02,학사,공지사항
2827,0,2018-2학기 재입학 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=87b0c447a688685517895ba8e9744b20,18.07.02,학사,공지사항
2828,0,고용노동부 중소기업 탐방 프로그램 취업스킬편,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=e2c9324d8b29fd2f2d5d7ccbdd9c5401,18.06.29,취창업,공지사항
2829,0,2018-2학기 수강신청 및 강의시간표 책자(파일본) 배부,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=f557881c3bc5c5bac1847977eaba5442,18.06.29,학사,공지사항
2830,0,한국소프트웨어인재개발원 Java 프로그래머 양성 및 취업과정(국비지원),https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=813be0cc1ff5bc8261b1147be3e92897,18.06.29,취창업,공지사항
2831,0,2018-2학기 수강신청 및 강의시간표 책자 배부 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=9f774a8151504f10e95e7bd6ce461404,18.06.28,학사,공지사항
2832,0,[교내_지급] 2018-1학기 강남 Empathy 또래상담자 장학금 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=0ad3b2459b39b85d1ab7d05bf2c80e76,18.06.28,장학,공지사항
2833,0,[교내_지급] 2018-1학기 우수학생 공동체 장학금 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=cef2df085c3c8298369de8664a73f3f1,18.06.28,장학,공지사항
2834,0,[교내_지급] 2018-1학기 학습법 공모전 장학금 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=fac86e3c656374f277cb853bc9c4aa8c,18.06.28,장학,공지사항
2835,0,"<취업>이트너스 ""영어능력 우수자"" 특별채용 추천",https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=bb7c0e7c3bd6eab3f7db5827b95d8bed,18.06.28,취창업,공지사항
2836,0,(CTL 발표) 기초학습 튜터링 튜터 모집 결과 발표,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=b1939d5961a7341fb8d27628fd3342b8,18.06.27,학습/상담,공지사항
2837,0,마케팅 대외활동 추천! 한국소비자포럼 Team White 제15기 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=b4f04d2f2ff050c16665fff090cb3c1a,18.06.27,취창업,공지사항
2838,0,창의융합인재 양성 지원을 위한 2018학년도 1학기 “융합인재 장학금(1단계 진입)” 지급 대상자 “다전공 이수 계획서” 제출 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=61e7549f7bc7136499812e867e070425,18.06.27,학습/상담,공지사항
2839,0,2018-1학기 강의평가 실시 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=7c81990ba207e187c05fcaa170c8c914,18.06.27,학사,공지사항
2840,0,2018-1학기 국가장학금II유형 및 강남사랑장학금 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=069c3eaf7b557c5567eaefa56c3434d2,18.06.26,장학,공지사항
2841,0,"<긴급>이트너스 ""복리후생 직무"" 특별채용 추천",https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=0e9e38185612ee92aaaa639f675378c6,18.06.26,취창업,공지사항
2842,0,(CTL★추가 접수) CTL 후기공모전 추가 접수 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=29e185a1b164b432ff7d60cf2056d2f4,18.06.26,학습/상담,공지사항
2843,0,제22기 대법원 영블로거위원회 공개 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=0d8f8acaaa0b08abf3e7b94162523d7c,18.06.26,취창업,공지사항
2844,0,(CTL★공지) CTL프로그램 활동장학금 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=491fd59430d0aa105fa90398c9764208,18.06.26,학습/상담,공지사항
2845,0,한컴MDS 딥러닝 전문가 양성과정,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=ac19c39eb3f000ba6fe2aa00d1d59f2e,18.06.25,취창업,공지사항
2846,0,제 5기 경기도청 영상아카데미 교육생 모집 공고,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=7a5a7a5aca3bc5addf7280aae85f6d79,18.06.25,취창업,공지사항
2847,0,(취업) 민간부사관 여군 2기 모집 선발 공고,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=8569628e5de13ab1af607cdab0d4c275,18.06.25,취창업,공지사항
2848,0,(취업) 2018 한국원자력통제기술원 직원채용 공고,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=bb8ee89e9866894eae44be2a4d0fc4f0,18.06.25,취창업,공지사항
